object_probs,left,top,right,bottom
motorbike 0.91765,10,579,128,698
motorbike 0.90221,517,295,541,320
motorbike 0.85683,481,293,503,318
person 0.58029 motorbike 0.85127,198,308,224,346
person 0.72997 motorbike 0.81953,442,274,461,302
motorbike 0.74032,305,369,331,409
person 0.66969 motorbike 0.60292,577,320,621,379
motorbike 0.54284,588,351,621,388
car 0.98417,586,277,712,333
car 0.85287,332,252,391,296
car 0.73567,218,275,256,297
person 0.67338,481,280,499,301
person 0.62967,517,280,536,304
person 0.59701,303,351,329,392
person 0.52320,575,300,599,329
