object_probs,left,top,right,bottom
motorbike 0.95891,575,312,610,345
motorbike 0.94509,896,386,957,432
motorbike 0.87561,997,432,1075,517
motorbike 0.85636,650,332,688,370
motorbike 0.82846,761,342,802,394
motorbike 0.65805,272,433,300,470
car 0.99098,829,286,973,339
car 0.94602,360,259,423,308
car 0.87843,195,263,239,300
car 0.64659,195,258,230,282
person 0.85326,762,334,795,368
person 0.82655,168,459,212,535
person 0.82521,898,356,949,421
person 0.79327,265,400,301,462
person 0.60328,578,301,604,323
person 0.58732,652,314,682,349
