object_probs,left,top,right,bottom
motorbike 0.92472,770,521,857,640
motorbike 0.90482,244,348,270,390
motorbike 0.84022,821,400,868,461
motorbike 0.70588,1010,413,1044,452
motorbike 0.69770,965,342,1003,398
motorbike 0.61749,784,289,823,327
motorbike 0.60709,674,290,709,321
motorbike 0.57906,972,368,999,402
person 0.54401,970,349,1000,391
car 0.89316,12,606,328,719
car 0.54045,438,258,466,283
person 0.93849,1011,379,1051,445
person 0.83592,823,383,866,448
person 0.78108,779,480,825,541
person 0.74156,243,337,268,372
person 0.69923,969,339,995,369
person 0.54821,1027,341,1065,401
