object_probs,left,top,right,bottom
motorbike 0.89143,946,420,989,484
motorbike 0.88727,605,640,710,719
motorbike 0.85470,248,358,282,418
motorbike 0.85080,708,465,768,521
motorbike 0.82582,895,380,938,433
motorbike 0.72492,1053,367,1075,416
motorbike 0.70008,657,559,738,641
motorbike 0.69032,989,350,1020,390
person 0.63589,982,340,1020,394
motorbike 0.63383,608,288,641,321
motorbike 0.59531,713,293,754,327
car 0.60414,321,252,362,280
person 0.94857,948,395,990,473
person 0.82299,948,372,988,426
person 0.80719,669,533,722,618
person 0.74800,714,425,761,487
person 0.69506,896,367,937,426
person 0.52070,613,607,698,717
