object_probs,left,top,right,bottom
truck 0.82223,431,495,681,679
truck 0.78135,253,261,323,341
motorbike 0.91523,395,270,420,300
motorbike 0.88781,834,575,899,655
motorbike 0.63595,998,393,1041,457
motorbike 0.50797,914,463,959,514
car 0.98258,0,571,174,718
car 0.66280,323,248,367,281
car 0.53288,122,626,271,716
person 0.91595,919,422,962,492
person 0.82222,836,523,893,633
person 0.77549,998,384,1042,452
person 0.66873,578,450,649,503
person 0.58469,990,341,1028,399
person 0.58030,396,257,418,285
