object_probs,left,top,right,bottom
motorbike 0.98015,885,424,963,486
motorbike 0.93862,541,311,573,337
motorbike 0.92087,704,346,739,382
motorbike 0.90592,607,329,644,366
motorbike 0.89817,821,369,877,413
motorbike 0.78672,265,454,294,494
person 0.82024 motorbike 0.63690,703,328,738,369
car 0.96630,787,285,921,339
car 0.85690,198,267,244,300
car 0.82152,353,257,415,305
car 0.50268,200,262,233,282
person 0.91759,897,389,949,473
person 0.83260,257,419,293,486
person 0.78539,282,292,306,327
person 0.74525,540,297,567,320
person 0.72222,821,345,866,397
person 0.64563,610,311,642,346
