object_probs,left,top,right,bottom
motorbike 0.89886,757,335,792,371
motorbike 0.79450,517,292,548,326
motorbike 0.77052,578,292,606,315
motorbike 0.71863,501,289,524,314
motorbike 0.63635,456,273,474,298
motorbike 0.63518,886,385,952,449
car 0.98408,612,341,752,429
car 0.97632,379,269,441,316
car 0.88100,336,258,387,299
car 0.62429,312,249,341,276
person 0.83713,709,331,733,360
person 0.77854,500,277,521,305
person 0.58153,760,315,782,347
person 0.57347,908,377,930,408
person 0.52420,578,281,600,307
person 0.50485,519,279,543,305
