object_probs,left,top,right,bottom
motorbike 0.93371,15,623,124,699
motorbike 0.93059,967,401,1007,462
motorbike 0.82897,166,646,272,719
motorbike 0.64179,818,294,851,328
motorbike 0.63929,1024,335,1058,399
motorbike 0.60808,687,577,759,665
car 0.99467,583,288,688,332
car 0.98569,375,511,688,666
car 0.55318,288,334,404,464
person 0.90443,188,605,237,687
person 0.89273,969,382,1007,448
person 0.87029,689,541,764,651
person 0.86881,373,272,393,304
person 0.63478,357,644,446,717
person 0.53000,21,571,72,668
