object_probs,left,top,right,bottom
bus 0.92061,0,449,304,671
motorbike 0.88025,806,467,859,527
motorbike 0.87024,606,599,695,669
motorbike 0.85342,949,435,992,506
motorbike 0.71619,1049,408,1075,458
motorbike 0.58924,917,410,944,444
car 0.97071,442,273,524,315
car 0.95912,864,284,983,332
car 0.66498,7,650,216,719
person 0.98772,948,415,995,500
person 0.98029,808,424,862,515
person 0.96331,610,532,688,622
person 0.88818,372,271,393,305
person 0.84366,981,358,1016,421
person 0.78192,1047,374,1076,450
person 0.64234,347,271,368,304
person 0.50491,918,372,942,409
