object_probs,left,top,right,bottom
motorbike 0.83645,764,391,824,438
motorbike 0.83530,228,358,265,424
motorbike 0.79348,177,524,224,578
motorbike 0.74055,294,325,316,362
person 0.88614 motorbike 0.63807,512,330,544,369
person 0.80812 motorbike 0.60254,599,328,625,371
car 0.78501,399,257,464,299
car 0.54242,921,435,1079,565
person 0.90367,171,477,224,551
person 0.84451,922,468,962,559
person 0.81137,943,470,985,561
person 0.76367,329,268,348,312
person 0.58648,800,340,839,395
person 0.55448,292,320,315,354
person 0.53424,226,340,264,408
person 0.51094,802,337,829,370
