object_probs,left,top,right,bottom
motorbike 0.75120,522,313,543,343
person 0.70024 motorbike 0.61985,825,359,871,421
person 0.80113 motorbike 0.57787,563,330,594,370
motorbike 0.56976,483,311,504,333
motorbike 0.50802,565,347,593,378
car 0.97157,666,283,777,333
car 0.57465,414,271,447,288
person 0.85113,241,338,275,397
person 0.71934,484,295,503,324
person 0.69291,351,275,371,304
person 0.67093,331,269,349,309
person 0.59907,500,294,519,322
person 0.54030,227,272,246,306
person 0.51663,516,296,537,321
