object_probs,left,top,right,bottom
truck 0.84987,861,322,1071,575
bus 0.52259,871,316,1076,594
person 0.72687 motorbike 0.86782,571,310,598,349
motorbike 0.85952,634,350,661,390
motorbike 0.77189,680,349,708,380
motorbike 0.62354,806,378,847,433
person 0.71841 motorbike 0.51525,676,335,709,371
motorbike 0.51393,534,291,558,317
car 0.90765,372,265,440,323
car 0.83701,440,293,524,355
car 0.67102,650,281,747,330
car 0.57740,324,255,367,281
person 0.81477,634,334,660,370
person 0.70173,187,271,200,300
