object_probs,left,top,right,bottom
motorbike 0.90045,113,583,196,642
motorbike 0.88884,281,621,388,707
motorbike 0.86654,429,648,542,719
motorbike 0.81000,1014,391,1046,437
motorbike 0.78580,768,539,839,611
motorbike 0.71374,1056,329,1076,374
motorbike 0.55586,864,292,903,326
person 0.84541 motorbike 0.52072,373,273,393,304
car 0.99175,623,289,735,334
car 0.98717,483,488,739,626
car 0.95539,306,333,396,452
car 0.66283,325,235,368,265
person 0.78815,1014,363,1048,426
person 0.76857,447,602,534,685
person 0.70430,774,495,824,582
person 0.64369,298,566,344,638
person 0.61801,118,545,193,609
