object_probs,left,top,right,bottom
motorbike 0.95538,314,583,417,660
motorbike 0.86103,755,421,801,473
motorbike 0.66225,933,459,980,525
motorbike 0.57534,848,446,889,503
motorbike 0.52555,658,485,704,539
car 0.98102,925,283,1034,331
car 0.93997,861,364,1030,434
car 0.93978,271,278,336,350
car 0.51723,1070,359,1078,419
person 0.89536,850,409,901,495
person 0.88624,337,542,384,613
person 0.87582,762,391,790,435
person 0.87479,930,435,973,513
person 0.85828,658,438,703,512
person 0.74651,104,648,177,715
person 0.67107,662,381,700,441
person 0.54831,375,271,394,305
person 0.54115,759,401,800,463
