object_probs,left,top,right,bottom
truck 0.67890,91,360,330,577
truck 0.53672,229,236,370,348
person 0.61325 motorbike 0.89345,411,329,442,368
motorbike 0.84396,697,383,742,432
motorbike 0.80973,937,399,1005,464
person 0.74155 motorbike 0.78656,493,287,516,325
motorbike 0.61716,852,360,899,408
car 0.95542,559,314,669,377
car 0.94086,373,272,437,315
person 0.91336,698,359,737,424
person 0.89884,946,391,993,462
person 0.80920,853,345,896,403
person 0.80674,580,294,608,314
person 0.67484,495,280,514,305
person 0.53099,409,318,434,351
