object_probs,left,top,right,bottom
motorbike 0.91839,561,332,585,360
motorbike 0.77752,479,332,503,358
motorbike 0.67343,697,368,743,414
motorbike 0.63759,232,376,269,440
motorbike 0.56538,113,566,187,621
car 0.95816,775,384,996,511
car 0.63531,403,267,449,293
person 0.89322,557,313,581,351
person 0.78156,702,332,739,369
person 0.73400,479,315,503,350
person 0.72233,295,334,321,374
person 0.71839,231,363,270,427
person 0.71332,102,512,175,595
person 0.70628,751,422,779,492
person 0.64891,763,419,794,495
person 0.61780,461,276,481,300
person 0.51026,329,271,354,305
