object_probs,left,top,right,bottom
truck 0.82433,71,359,325,581
truck 0.52734,230,239,369,351
motorbike 0.92182,909,406,977,461
motorbike 0.81168,415,332,447,368
motorbike 0.74914,682,379,726,431
person 0.52701 motorbike 0.74132,489,290,513,324
motorbike 0.53998,826,343,871,397
car 0.96681,550,312,662,375
car 0.92757,371,270,436,314
person 0.92282,919,383,963,450
person 0.81209,578,293,600,313
person 0.80402,682,360,722,423
person 0.78001,831,340,874,400
person 0.52604,266,341,285,371
person 0.50632,560,296,580,315
