object_probs,left,top,right,bottom
traffic light 0.53348,148,228,164,249
motorbike 0.81105,277,465,322,519
motorbike 0.78042,293,350,322,385
motorbike 0.69174,808,354,881,396
motorbike 0.65330,390,272,411,301
person 0.61311 motorbike 0.63967,359,312,385,347
person 0.81707 motorbike 0.55472,207,309,224,341
car 0.94401,221,256,266,284
car 0.94161,333,364,424,452
bicycle 0.76076,907,369,971,416
person 0.89816,272,438,320,510
person 0.83917,820,341,865,394
person 0.76229,922,344,963,407
person 0.65598,294,333,317,366
person 0.53447,184,289,198,317
person 0.52662,829,339,863,372
