object_probs,left,top,right,bottom
truck 0.86089,48,353,313,595
truck 0.54702,236,240,375,354
motorbike 0.83492,785,350,823,388
person 0.54690 motorbike 0.79957,476,288,498,324
motorbike 0.78188,660,375,691,414
motorbike 0.70406,865,380,923,446
car 0.97108,538,305,645,366
car 0.94687,368,267,429,313
person 0.93167,868,373,922,447
person 0.77414,651,348,689,406
person 0.73994,476,277,497,304
person 0.71386,425,321,464,371
person 0.69455,786,329,826,382
person 0.58327,556,284,576,307
person 0.50414,266,355,288,383
