object_probs,left,top,right,bottom
motorbike 0.89806,619,502,694,570
motorbike 0.88352,977,389,1005,423
motorbike 0.83377,865,394,900,433
motorbike 0.79978,534,287,560,323
motorbike 0.76106,671,444,731,501
motorbike 0.73876,930,369,957,402
person 0.56634 motorbike 0.69305,929,350,955,391
car 0.98493,95,605,478,712
car 0.92680,406,260,473,303
car 0.88478,1024,322,1079,382
car 0.87745,229,256,298,308
car 0.71046,321,238,364,265
person 0.94830,865,362,903,420
person 0.94692,976,359,1012,418
person 0.93469,620,462,677,562
person 0.84186,958,309,983,352
person 0.78709,678,419,727,489
person 0.77083,372,269,395,306
person 0.75946,933,338,956,367
person 0.50596,685,415,715,451
