object_probs,left,top,right,bottom
motorbike 0.90077,928,401,1000,458
motorbike 0.71418,503,291,525,319
person 0.80135 motorbike 0.70943,413,294,432,323
motorbike 0.64893,500,350,524,389
motorbike 0.60274,1043,418,1079,522
motorbike 0.54399,211,445,254,503
motorbike 0.53618,220,470,251,511
car 0.97955,578,328,702,414
car 0.86732,345,243,392,277
person 0.89776,209,427,252,485
person 0.70907,941,375,989,448
person 0.55492,204,431,234,473
person 0.53143,224,369,249,409
person 0.52378,268,375,306,438
person 0.52369,464,293,480,322
person 0.50259,553,314,574,352
