object_probs,left,top,right,bottom
motorbike 0.68020,293,293,313,318
motorbike 0.61150,588,339,634,387
person 0.51641 motorbike 0.60709,390,272,411,302
motorbike 0.59374,243,344,277,401
person 0.77652,245,348,274,393
motorbike 0.54325,247,371,274,403
car 0.84038,306,312,392,383
car 0.82136,205,246,241,270
car 0.67269,209,238,235,261
car 0.51384,360,253,396,278
person 0.88657,588,330,633,382
person 0.72962,182,277,198,300
person 0.65303,230,308,251,341
person 0.64290,637,347,679,400
person 0.52963,230,301,246,324
