object_probs,left,top,right,bottom
truck 0.52841,5,509,139,719
motorbike 0.92793,913,387,977,437
motorbike 0.92201,598,331,632,370
motorbike 0.78351,716,362,757,421
motorbike 0.76525,200,491,269,573
motorbike 0.71070,518,352,576,393
person 0.58882,523,350,573,393
person 0.52627 motorbike 0.69410,476,312,501,347
person 0.68691 motorbike 0.53329,540,291,565,325
car 0.86944,433,281,512,325
person 0.95241,231,432,280,518
person 0.90659,923,363,965,428
person 0.72104,722,351,749,385
person 0.59384,598,316,624,345
person 0.50589,215,477,263,562
