object_probs,left,top,right,bottom
motorbike 0.95917,724,505,793,568
motorbike 0.87762,897,478,946,551
motorbike 0.85418,855,425,900,475
motorbike 0.78424,1000,422,1044,481
motorbike 0.75088,473,647,577,718
motorbike 0.67264,924,397,967,452
car 0.97609,794,290,921,335
car 0.92136,416,270,509,309
car 0.92081,6,504,216,708
person 0.99419,896,445,950,544
person 0.95515,1003,398,1043,468
person 0.93070,735,454,790,546
person 0.91280,928,379,967,444
person 0.75726,372,271,392,305
person 0.71424,857,390,896,445
person 0.70872,484,589,534,664
person 0.63757,556,278,576,309
person 0.60035,346,272,369,305
person 0.55574,484,594,572,682
