object_probs,left,top,right,bottom
motorbike 0.92921,892,476,945,549
motorbike 0.88569,719,442,766,492
motorbike 0.85171,225,619,342,699
motorbike 0.76972,818,466,866,523
motorbike 0.74351,603,472,671,554
motorbike 0.70584,1051,389,1075,434
car 0.98855,885,287,1005,333
car 0.98036,836,373,1001,455
car 0.83286,272,280,340,350
car 0.56421,286,231,326,259
car 0.50961,380,251,418,281
person 0.97126,821,436,868,510
person 0.89191,721,403,760,466
person 0.85035,594,401,634,461
person 0.84336,610,467,665,558
person 0.77941,256,570,307,665
person 0.68644,1050,359,1078,427
person 0.64457,893,455,944,539
