object_probs,left,top,right,bottom
truck 0.79642,215,307,322,456
motorbike 0.85360,892,356,939,416
motorbike 0.84622,648,340,696,388
motorbike 0.75021,322,310,352,345
motorbike 0.56284,75,531,160,626
car 0.98694,450,298,536,355
car 0.96827,739,347,906,444
car 0.50345,278,235,358,268
person 0.82280,653,322,696,380
person 0.66807,194,433,234,508
person 0.60258,354,268,374,300
person 0.59479,322,291,349,330
person 0.54759,796,337,816,354
person 0.52544,222,452,267,538
person 0.52477,78,444,156,570
person 0.50676,663,318,694,347
