object_probs,left,top,right,bottom
bus 0.81603,0,449,293,673
motorbike 0.92518,593,602,683,675
motorbike 0.85523,910,409,942,450
motorbike 0.81328,800,462,852,529
motorbike 0.62518,945,432,990,506
motorbike 0.59877,1040,413,1069,459
car 0.97132,440,273,525,315
car 0.95182,851,284,967,333
car 0.65010,10,653,214,719
person 0.98254,945,419,991,498
person 0.97680,801,428,854,518
person 0.96680,599,539,675,617
person 0.90091,373,271,392,305
person 0.88321,1041,377,1072,450
person 0.87341,975,362,1011,422
person 0.83475,912,381,951,443
person 0.66980,914,373,940,411
person 0.66971,347,272,367,304
