object_probs,left,top,right,bottom
truck 0.84784,884,311,1072,607
bus 0.90529,475,244,611,383
motorbike 0.79132,706,350,732,387
motorbike 0.77622,619,331,651,368
motorbike 0.71895,660,328,685,363
motorbike 0.51818,749,381,792,432
car 0.50239,344,258,414,309
person 0.76631,618,312,646,351
person 0.73616,658,313,683,352
person 0.66107,250,355,282,415
person 0.65531,707,333,731,374
person 0.63694,818,337,860,401
person 0.62976,750,362,791,424
person 0.59270,823,336,851,370
person 0.58715,757,359,786,391
