object_probs,left,top,right,bottom
motorbike 0.79219,700,349,766,394
motorbike 0.72141,281,411,311,450
person 0.52320 motorbike 0.66536,262,329,285,364
person 0.60570 motorbike 0.59443,325,290,350,324
person 0.50019 motorbike 0.57356,390,271,410,301
car 0.98035,212,251,259,279
car 0.92059,340,340,414,416
bicycle 0.81757,771,370,843,414
person 0.95516,270,379,314,445
person 0.90718,786,346,827,405
person 0.76304,708,341,757,390
person 0.65683,175,274,188,301
person 0.60538,191,293,210,320
person 0.55327,374,272,397,302
