object_probs,left,top,right,bottom
truck 0.66213,962,327,1079,583
motorbike 0.71128,882,398,929,459
motorbike 0.70998,606,325,635,360
motorbike 0.70671,678,359,718,411
motorbike 0.56788,735,356,765,394
car 0.83857,330,259,383,304
car 0.81479,385,269,457,331
car 0.75857,462,291,549,365
car 0.50820,451,270,528,345
person 0.86949,678,343,716,406
person 0.60658,724,341,765,395
person 0.54273,606,315,635,355
person 0.52652,872,383,894,436
person 0.52117,879,380,922,451
person 0.51336,556,276,574,309
