object_probs,left,top,right,bottom
motorbike 0.87005,751,483,819,553
motorbike 0.86802,513,636,619,717
motorbike 0.76872,915,484,960,540
motorbike 0.61755,1015,431,1047,476
motorbike 0.59270,873,429,903,467
car 0.96576,812,291,943,335
car 0.92162,427,272,503,310
car 0.81430,6,491,247,706
person 0.97973,914,434,967,523
person 0.97301,757,446,811,545
person 0.96052,1015,395,1054,462
person 0.89468,523,569,609,661
person 0.88448,373,271,392,305
person 0.81245,946,368,983,428
person 0.76376,346,272,368,305
person 0.66436,876,385,916,443
person 0.61110,567,278,587,310
