object_probs,left,top,right,bottom
motorbike 0.93725,401,576,495,650
motorbike 0.83689,194,525,258,584
motorbike 0.76387,854,502,902,564
motorbike 0.72416,544,650,624,719
motorbike 0.71509,850,482,915,549
person 0.63955,533,648,617,719
motorbike 0.66753,1060,366,1078,408
person 0.59605 motorbike 0.62509,373,275,394,305
motorbike 0.55638,1057,336,1079,406
car 0.99364,570,455,817,585
car 0.98959,674,293,805,337
car 0.93218,308,323,392,426
person 0.91915,179,641,254,719
person 0.89776,858,456,908,538
person 0.89330,196,487,243,549
person 0.82645,551,567,637,630
person 0.80595,418,519,468,598
person 0.56898,404,536,487,637
