object_probs,left,top,right,bottom
motorbike 0.95966,724,505,793,568
motorbike 0.87656,897,479,946,551
motorbike 0.85260,855,425,900,475
motorbike 0.78190,1000,422,1044,481
motorbike 0.75318,473,647,578,718
motorbike 0.66565,924,397,967,452
car 0.97648,794,290,921,335
car 0.92255,5,504,217,708
car 0.91906,416,270,509,309
person 0.99379,896,445,950,543
person 0.95539,1003,398,1043,468
person 0.93274,735,454,790,546
person 0.91708,928,379,967,444
person 0.76213,372,271,392,305
person 0.71596,857,390,896,445
person 0.71002,484,589,534,664
person 0.63663,556,278,576,309
person 0.62403,346,272,369,305
person 0.56383,484,593,572,682
