object_probs,left,top,right,bottom
motorbike 0.86498,839,444,910,500
motorbike 0.84270,704,349,739,386
car 0.91602,564,279,662,329
bicycle 0.67364,261,396,289,426
person 0.96430,851,407,902,493
person 0.93812,703,326,741,382
person 0.91660,411,273,430,306
person 0.90043,254,360,290,420
person 0.86356,352,273,371,306
person 0.86223,484,306,502,342
person 0.84631,329,270,346,312
person 0.79967,984,407,1030,494
person 0.69369,242,278,261,326
person 0.65996,437,273,454,301
person 0.54300,440,292,459,320
