object_probs,left,top,right,bottom
motorbike 0.88860,500,638,604,719
motorbike 0.84939,867,421,912,472
motorbike 0.78553,742,502,809,561
motorbike 0.67497,1011,434,1042,480
motorbike 0.53461,911,486,951,543
car 0.94334,811,292,942,336
car 0.85743,427,272,503,310
car 0.81591,5,492,245,711
person 0.97459,750,449,807,542
person 0.96749,1010,394,1049,465
person 0.94029,908,445,955,535
person 0.93887,509,577,589,657
person 0.88132,373,272,392,305
person 0.85807,867,385,907,445
person 0.77068,939,375,979,442
person 0.76346,346,272,367,305
person 0.70764,563,278,582,310
