object_probs,left,top,right,bottom
motorbike 0.90275,343,312,370,343
motorbike 0.79995,277,418,323,484
person 0.71410 motorbike 0.71954,280,329,307,372
motorbike 0.68737,765,352,835,394
motorbike 0.58135,203,311,225,337
motorbike 0.56754,389,270,410,300
motorbike 0.52148,282,348,308,381
car 0.98030,216,252,263,285
car 0.97678,338,356,421,432
bicycle 0.91597,854,369,925,417
person 0.96543,276,406,321,471
person 0.89048,866,345,911,405
person 0.81961,776,340,822,391
person 0.54309,201,300,222,325
person 0.51285,784,337,816,371
