object_probs,left,top,right,bottom
motorbike 0.92269,205,466,245,521
motorbike 0.91749,887,384,953,447
motorbike 0.73591,271,414,299,448
motorbike 0.67534,538,313,559,347
motorbike 0.59161,402,292,419,318
person 0.73106 motorbike 0.55366,480,330,502,369
car 0.98772,551,323,683,405
car 0.92184,342,242,385,275
car 0.71446,997,397,1079,516
person 0.92591,200,437,240,503
person 0.89635,268,382,304,443
person 0.82544,484,278,501,306
person 0.75447,898,357,945,428
person 0.71771,457,291,475,321
person 0.53764,200,435,230,477
