object_probs,left,top,right,bottom
motorbike 0.92853,132,567,210,630
motorbike 0.86541,294,612,420,697
motorbike 0.86351,449,643,558,719
motorbike 0.76389,785,518,860,596
motorbike 0.67878,1061,327,1077,372
person 0.79206 motorbike 0.66009,373,273,393,304
motorbike 0.65306,1022,377,1060,434
car 0.99279,631,291,756,335
car 0.98763,500,480,762,618
car 0.95305,304,333,397,445
car 0.68423,323,234,370,265
person 0.83364,463,597,554,688
person 0.82268,1024,357,1059,428
person 0.77431,321,559,368,636
person 0.63263,793,490,844,584
