object_probs,left,top,right,bottom
truck 0.66581,294,297,377,395
car 0.50225,297,304,377,395
motorbike 0.96663,547,504,619,571
motorbike 0.94971,382,597,476,689
motorbike 0.94459,697,605,782,677
motorbike 0.94445,946,439,989,501
motorbike 0.88659,245,566,350,635
car 0.99619,695,417,895,534
car 0.99364,753,293,886,337
car 0.74096,340,245,393,278
person 0.83603,558,460,613,537
person 0.81771,948,406,991,471
person 0.71380,382,560,436,642
person 0.62205,262,524,304,596
person 0.62091,692,557,783,640
person 0.52941,278,533,319,610
