object_probs,left,top,right,bottom
truck 0.88059,220,237,351,334
truck 0.65896,150,339,334,561
motorbike 0.86641,392,328,426,364
motorbike 0.84424,19,579,134,697
motorbike 0.79003,947,386,1008,435
motorbike 0.76351,517,305,543,344
motorbike 0.63167,761,400,807,452
car 0.97969,584,317,711,389
car 0.91909,391,274,454,327
person 0.88325,762,378,800,443
person 0.87964,958,364,1001,425
person 0.80802,518,290,544,328
person 0.67716,60,517,135,653
person 0.67022,389,314,417,355
person 0.63838,1052,416,1078,491
person 0.54416,358,268,373,300
