object_probs,left,top,right,bottom
motorbike 0.88284,889,475,942,552
motorbike 0.84833,598,499,665,569
motorbike 0.84638,208,620,336,699
motorbike 0.79545,807,472,874,524
motorbike 0.77266,711,443,759,495
motorbike 0.60333,1052,388,1075,435
car 0.99082,879,289,1004,333
car 0.97388,833,375,1002,457
car 0.87351,277,285,350,358
car 0.63058,285,232,325,259
car 0.55842,380,252,418,282
person 0.97451,816,434,866,512
person 0.90984,717,404,755,466
person 0.87985,239,573,284,661
person 0.87707,887,453,934,538
person 0.83763,606,468,660,559
person 0.82641,585,405,630,467
person 0.72760,1047,359,1076,429
person 0.54458,297,379,330,446
