object_probs,left,top,right,bottom
motorbike 0.77979,248,371,277,407
person 0.66997 motorbike 0.70822,293,293,312,318
person 0.63757 motorbike 0.61600,231,309,252,341
motorbike 0.59831,593,351,632,387
motorbike 0.58375,390,272,411,302
car 0.82502,307,311,391,385
car 0.80704,206,246,241,269
car 0.68981,209,238,236,261
car 0.50545,359,253,396,278
bicycle 0.72420,634,369,709,412
person 0.85511,592,330,637,382
person 0.75386,182,277,198,300
person 0.73592,244,344,279,403
person 0.59060,232,301,249,327
person 0.55024,654,351,684,389
