object_probs,left,top,right,bottom
motorbike 0.86503,956,350,985,388
motorbike 0.82084,687,457,758,533
person 0.60853 motorbike 0.75928,575,290,600,324
motorbike 0.71564,896,355,934,415
motorbike 0.69111,997,371,1028,410
person 0.77596 motorbike 0.51219,373,272,393,305
car 0.98791,240,573,560,718
car 0.96583,408,262,479,305
car 0.91069,224,255,291,303
car 0.63519,1046,322,1079,378
car 0.51647,323,235,372,259
person 0.82468,1004,304,1026,349
person 0.75462,959,332,983,366
person 0.71526,248,311,269,351
person 0.69333,896,347,935,407
person 0.64621,997,342,1032,404
person 0.55716,694,440,742,517
person 0.53806,515,630,592,719
person 0.53438,730,402,777,466
