object_probs,left,top,right,bottom
motorbike 0.98245,465,541,553,615
motorbike 0.92322,601,600,694,717
motorbike 0.88015,899,456,948,530
motorbike 0.86613,66,613,188,704
motorbike 0.75802,236,502,283,557
motorbike 0.72867,266,620,385,711
person 0.56086 motorbike 0.57363,373,274,394,305
car 0.99582,629,438,849,564
car 0.99095,703,292,825,338
car 0.91070,305,322,386,409
car 0.79871,335,242,386,285
person 0.93925,901,435,948,512
person 0.86673,480,494,529,581
person 0.76083,235,464,281,528
person 0.69615,604,582,693,696
person 0.64790,615,543,694,612
