object_probs,left,top,right,bottom
motorbike 0.87415,856,465,909,562
motorbike 0.79113,988,327,1014,373
motorbike 0.65944,1058,327,1077,373
person 0.50388,982,317,1017,375
motorbike 0.56920,736,308,772,335
motorbike 0.53646,873,394,917,459
car 0.95650,437,266,512,312
car 0.93909,0,635,246,719
car 0.89661,204,242,258,288
car 0.85372,556,472,784,617
car 0.73934,345,245,392,293
person 0.88738,856,455,908,545
person 0.72147,863,375,909,445
person 0.68488,375,272,392,309
person 0.55387,737,294,769,326
