object_probs,left,top,right,bottom
motorbike 0.94687,642,537,719,616
motorbike 0.87696,873,421,920,476
motorbike 0.87234,786,449,842,504
motorbike 0.85571,840,523,890,596
motorbike 0.54213,957,436,1003,507
car 0.99058,737,292,870,336
car 0.95180,0,558,132,719
car 0.68633,419,269,466,303
person 0.97300,837,481,892,591
person 0.94780,338,648,419,719
person 0.94732,959,416,1001,499
person 0.90429,877,398,920,467
person 0.87305,663,491,718,584
person 0.80944,793,416,838,489
person 0.78617,372,272,393,304
person 0.58471,347,272,369,302
person 0.57040,524,276,543,305
