object_probs,left,top,right,bottom
motorbike 0.94718,647,466,709,523
motorbike 0.91517,1008,398,1049,459
motorbike 0.87867,462,491,528,544
motorbike 0.84443,520,544,595,612
motorbike 0.81700,86,651,194,718
motorbike 0.68338,821,526,890,594
motorbike 0.59074,303,433,328,476
motorbike 0.54443,759,481,834,550
car 0.99042,828,292,948,335
car 0.98838,773,389,961,483
car 0.92464,281,291,357,373
car 0.54304,345,247,412,292
car 0.51407,111,212,194,241
person 0.93469,768,450,821,546
person 0.90385,469,443,510,511
person 0.85062,655,434,701,513
person 0.84632,104,614,156,703
person 0.83096,519,500,592,579
person 0.72838,1009,379,1050,446
person 0.72417,287,404,325,464
person 0.52032,836,499,882,573
