object_probs,left,top,right,bottom
motorbike 0.93782,802,445,851,499
motorbike 0.93636,662,520,739,602
motorbike 0.93011,854,527,904,590
motorbike 0.91246,964,444,1010,503
motorbike 0.86010,884,419,930,473
car 0.98717,751,289,887,338
car 0.96467,2,544,156,716
car 0.70750,406,269,481,304
person 0.98187,967,415,1008,491
person 0.96907,853,477,909,561
person 0.91781,662,490,736,594
person 0.87347,376,638,469,719
person 0.87246,887,387,928,448
person 0.86341,805,414,849,489
person 0.72892,372,271,392,305
person 0.63688,805,411,835,455
person 0.56640,347,273,369,303
