object_probs,left,top,right,bottom
motorbike 0.95298,443,539,532,608
motorbike 0.86805,890,432,926,477
motorbike 0.82482,302,611,422,711
motorbike 0.66837,816,382,858,441
motorbike 0.63153,985,418,1027,481
motorbike 0.62592,290,370,316,406
car 0.97905,975,282,1076,327
car 0.93550,929,354,1056,419
car 0.74916,262,269,328,333
car 0.66958,375,249,443,292
person 0.96812,728,413,777,489
person 0.95673,892,395,931,467
person 0.91946,985,406,1025,470
person 0.82817,464,498,511,574
person 0.80838,771,353,796,397
person 0.80698,824,372,850,411
person 0.72069,287,349,314,396
person 0.69079,311,578,396,690
person 0.58264,767,357,802,417
person 0.55392,373,270,394,305
