object_probs,left,top,right,bottom
motorbike 0.87721,816,418,865,480
motorbike 0.82175,1013,327,1041,362
motorbike 0.76456,769,522,846,629
motorbike 0.72889,958,347,984,386
motorbike 0.58688,1040,350,1065,383
car 0.99401,454,502,722,664
car 0.92049,426,265,504,310
car 0.87196,339,246,386,277
car 0.84748,211,244,262,290
person 0.93064,815,394,866,471
person 0.87889,770,505,844,602
person 0.81746,374,274,393,306
person 0.81314,955,324,991,381
person 0.62003,1033,324,1071,376
person 0.58876,1014,318,1040,351
