object_probs,left,top,right,bottom
motorbike 0.92938,71,603,162,668
motorbike 0.84402,396,651,499,719
motorbike 0.69707,1041,350,1066,388
motorbike 0.68152,736,556,810,637
motorbike 0.67575,994,405,1027,449
motorbike 0.64360,220,622,344,711
motorbike 0.57433,842,293,877,329
car 0.99107,603,287,712,334
car 0.95791,453,479,721,646
car 0.93214,301,347,400,462
car 0.59648,322,238,363,264
person 0.85291,373,272,393,304
person 0.79172,995,366,1032,428
person 0.76440,252,584,299,658
person 0.69852,737,514,790,601
person 0.69013,402,616,491,707
person 0.58728,77,548,150,618
