object_probs,left,top,right,bottom
truck 0.75137,245,233,410,381
truck 0.67312,0,411,270,651
motorbike 0.84677,753,360,799,416
motorbike 0.82968,685,331,719,362
motorbike 0.82212,267,413,308,485
motorbike 0.73484,580,354,614,386
motorbike 0.52453,457,338,504,389
car 0.97608,505,297,595,357
person 0.95801,458,327,503,382
person 0.92495,263,379,301,438
person 0.86711,753,346,795,408
person 0.71049,581,331,609,375
person 0.68390,441,271,463,306
person 0.57191,498,287,516,322
person 0.51637,762,351,789,384
