object_probs,left,top,right,bottom
motorbike 0.90359,824,419,870,478
motorbike 0.76939,785,536,850,617
motorbike 0.73167,1015,327,1046,361
motorbike 0.62021,1041,351,1067,382
motorbike 0.58717,965,345,992,388
car 0.99733,459,498,730,659
car 0.91396,426,265,504,310
car 0.84870,340,247,386,278
car 0.83235,208,244,271,290
person 0.91186,783,498,850,580
person 0.82580,823,401,869,469
person 0.78455,374,274,393,307
person 0.71495,827,376,856,411
person 0.69264,959,325,996,382
person 0.59951,1016,316,1045,350
