object_probs,left,top,right,bottom
motorbike 0.96928,633,538,716,619
motorbike 0.82950,868,425,912,479
motorbike 0.79839,779,462,828,513
motorbike 0.72081,835,549,883,606
motorbike 0.70093,948,461,987,517
car 0.98976,730,290,872,337
car 0.95569,0,563,115,719
car 0.75771,390,267,465,303
person 0.96444,831,484,890,593
person 0.96274,321,651,392,719
person 0.95414,951,421,988,494
person 0.94012,782,420,825,486
person 0.92905,869,400,912,467
person 0.86595,649,494,702,586
person 0.71192,372,271,393,304
person 0.55192,521,277,540,305
person 0.51032,347,273,369,303
