object_probs,left,top,right,bottom
motorbike 0.96063,510,522,592,591
motorbike 0.91509,335,617,437,709
motorbike 0.89018,654,622,746,704
motorbike 0.88790,178,580,285,662
motorbike 0.88324,927,439,973,509
motorbike 0.69866,259,483,303,542
car 0.99389,733,292,863,337
car 0.98922,663,433,874,549
car 0.83225,302,309,383,403
car 0.78552,332,242,394,283
person 0.95416,929,419,972,491
person 0.88012,252,448,298,507
person 0.87458,186,538,244,626
person 0.86054,526,477,574,551
person 0.84595,646,559,737,641
person 0.61499,328,579,403,659
person 0.52720,373,272,392,306
