object_probs,left,top,right,bottom
motorbike 0.87030,704,351,771,394
motorbike 0.81496,283,415,312,453
person 0.75110 motorbike 0.74813,263,330,287,365
bicycle 0.53546 motorbike 0.74615,780,372,850,414
person 0.73053 motorbike 0.59500,325,290,350,325
person 0.50592 motorbike 0.58387,390,271,410,300
car 0.98173,212,250,260,279
car 0.92694,342,340,415,416
person 0.96302,270,381,314,445
person 0.84153,796,346,835,406
person 0.65448,176,274,189,301
person 0.64759,193,295,211,322
person 0.58747,712,343,759,390
person 0.53602,721,334,752,371
person 0.50558,375,272,396,302
