object_probs,left,top,right,bottom
motorbike 0.92942,421,556,507,640
motorbike 0.89062,205,504,269,574
motorbike 0.87166,869,475,924,554
motorbike 0.79296,543,644,640,719
motorbike 0.60092,1069,364,1078,410
motorbike 0.51824,8,648,85,715
person 0.60446 motorbike 0.51223,373,273,394,305
car 0.99224,589,453,832,575
car 0.98722,690,292,815,337
car 0.93316,308,320,391,421
car 0.71174,324,241,388,285
person 0.86359,870,448,923,538
person 0.84940,208,484,260,553
person 0.81896,439,512,488,600
person 0.71292,203,624,277,704
person 0.63526,569,568,657,628
person 0.61341,565,594,653,648
