object_probs,left,top,right,bottom
motorbike 0.93235,835,524,898,586
motorbike 0.85834,103,656,222,719
motorbike 0.84365,660,463,720,517
motorbike 0.81463,1015,398,1056,455
motorbike 0.79337,534,516,611,593
motorbike 0.74079,487,486,536,536
motorbike 0.73926,768,490,836,549
motorbike 0.58258,305,430,329,471
car 0.99266,791,384,965,485
car 0.99215,838,291,964,335
car 0.95486,286,290,355,374
car 0.70225,364,251,407,284
person 0.96214,778,452,826,538
person 0.93338,534,494,608,579
person 0.91453,670,422,713,490
person 0.88329,838,479,888,562
person 0.87162,131,607,180,685
person 0.80212,494,435,532,510
person 0.74532,1016,380,1055,443
person 0.58387,296,403,331,466
