object_probs,left,top,right,bottom
motorbike 0.86031,906,401,970,454
motorbike 0.84620,495,350,518,386
motorbike 0.69181,209,462,250,518
person 0.56670 motorbike 0.65042,411,296,429,321
person 0.67331 motorbike 0.61346,460,293,477,323
motorbike 0.58286,494,290,516,317
motorbike 0.51295,544,329,564,357
car 0.98144,562,327,692,409
car 0.90237,345,244,389,275
car 0.85162,1012,398,1079,515
person 0.90717,200,430,241,487
person 0.74217,485,331,505,368
person 0.71720,542,317,565,351
person 0.69920,493,279,512,308
person 0.64396,917,377,967,447
person 0.57791,492,332,513,373
person 0.57555,909,357,937,390
person 0.54672,209,442,251,505
person 0.53093,906,360,944,424
