object_probs,left,top,right,bottom
traffic light 0.82358,171,250,185,272
motorbike 0.85773,319,483,363,542
motorbike 0.70813,248,469,274,507
motorbike 0.55415,714,362,788,404
motorbike 0.51824,388,271,411,301
car 0.99332,0,568,185,718
car 0.98863,714,284,847,336
car 0.86806,275,296,338,343
person 0.96710,233,425,272,489
person 0.86732,316,449,361,512
person 0.76487,520,278,538,304
person 0.67800,736,344,782,393
person 0.66335,241,371,266,412
person 0.57856,238,356,263,390
person 0.52199,191,305,210,339
