object_probs,left,top,right,bottom
motorbike 0.90460,492,521,577,585
motorbike 0.90429,379,596,475,686
motorbike 0.83728,805,379,838,413
motorbike 0.82102,908,425,940,466
motorbike 0.77927,909,402,947,459
motorbike 0.76797,758,421,803,479
motorbike 0.69651,836,384,878,435
motorbike 0.69179,1003,424,1047,474
person 0.62834 motorbike 0.62883,282,348,310,391
car 0.97989,947,342,1072,407
car 0.96261,1004,279,1077,326
car 0.91885,245,267,317,324
car 0.68179,386,258,455,302
person 0.96764,911,384,948,447
person 0.95167,759,403,801,464
person 0.90119,1006,398,1044,465
person 0.84061,811,346,833,390
person 0.74446,508,477,553,556
person 0.72302,372,547,447,661
