object_probs,left,top,right,bottom
motorbike 0.85573,802,403,862,451
motorbike 0.79992,228,356,263,417
motorbike 0.78977,532,346,564,384
motorbike 0.78827,195,503,240,561
motorbike 0.78808,622,349,650,384
motorbike 0.67781,849,369,885,405
car 0.89813,410,260,473,304
car 0.69952,958,419,1079,538
person 0.96818,187,457,241,532
person 0.87647,1010,511,1046,594
person 0.86468,617,328,644,375
person 0.85365,288,315,311,352
person 0.84703,526,327,563,382
person 0.68629,847,353,874,387
person 0.64511,844,350,886,403
person 0.57593,809,385,857,444
