object_probs,left,top,right,bottom
motorbike 0.90755,868,387,927,440
motorbike 0.88738,516,312,539,341
motorbike 0.87962,556,330,582,358
motorbike 0.79881,601,349,633,394
motorbike 0.61109,243,349,267,384
motorbike 0.55771,420,272,440,291
car 0.98234,697,286,852,338
person 0.93917,239,333,267,378
person 0.91346,516,298,539,324
person 0.90514,878,361,920,429
person 0.80339,348,273,370,308
person 0.75442,539,299,559,324
person 0.73020,552,314,578,347
person 0.56996,421,255,437,281
person 0.53497,602,335,629,370
