object_probs,left,top,right,bottom
motorbike 0.94460,887,506,932,563
motorbike 0.93423,842,426,889,480
motorbike 0.91764,705,503,779,577
motorbike 0.81891,450,644,552,718
motorbike 0.76006,916,399,959,455
motorbike 0.55343,990,440,1030,494
car 0.98239,785,290,905,334
car 0.95143,8,508,194,712
car 0.84476,408,270,492,308
person 0.95156,991,401,1029,471
person 0.93480,884,456,935,543
person 0.91660,919,380,958,448
person 0.91120,715,463,772,565
person 0.87440,457,601,508,684
person 0.81342,844,398,884,462
person 0.77235,844,398,873,436
person 0.73951,372,271,392,305
person 0.62297,346,272,368,304
